15	06/09/2023 08:21:48
19	06/09/2023 08:22:33
19	06/09/2023 17:16:48
24	06/09/2023 17:31:56
1011	06/09/2023 20:21:35
3	06/09/2023 20:23:03
15	06/09/2023 20:29:02
16	06/09/2023 20:29:41
24	07/09/2023 07:46:39
3	07/09/2023 07:46:47
16	07/09/2023 07:46:55
1011	07/09/2023 07:47:23
15	07/09/2023 09:43:15
16	07/09/2023 17:00:02
15	07/09/2023 17:00:07
24	07/09/2023 17:00:10
1011	07/09/2023 17:00:45
3	07/09/2023 17:00:52
24	08/09/2023 07:36:39
16	08/09/2023 07:48:56
3	08/09/2023 07:49:04
1011	08/09/2023 08:03:57
15	08/09/2023 08:19:53
19	08/09/2023 08:20:31
19	08/09/2023 17:16:02
24	08/09/2023 17:16:56
3	08/09/2023 18:41:21
1011	08/09/2023 18:41:29
15	08/09/2023 19:00:44
16	08/09/2023 19:01:17
24	09/09/2023 08:05:34
1011	09/09/2023 08:05:50
3	09/09/2023 08:06:16
16	09/09/2023 08:12:46
15	09/09/2023 08:35:01
15	09/09/2023 08:35:03
19	09/09/2023 08:35:25
15	09/09/2023 13:12:01
1011	09/09/2023 13:12:12
19	09/09/2023 13:13:49
24	09/09/2023 14:39:41
16	09/09/2023 20:02:40
3	09/09/2023 20:03:56
1011	10/09/2023 08:08:35
3	10/09/2023 08:08:41
15	10/09/2023 08:25:05
16	10/09/2023 09:01:16
1011	10/09/2023 17:08:36
15	10/09/2023 17:08:44
16	10/09/2023 17:08:49
3	10/09/2023 17:13:36
3	11/09/2023 07:47:38
1011	11/09/2023 07:47:47
24	11/09/2023 07:48:10
16	11/09/2023 08:01:01
15	11/09/2023 08:06:33
19	11/09/2023 08:06:50
1011	11/09/2023 17:06:23
15	11/09/2023 17:06:31
24	11/09/2023 17:06:39
16	11/09/2023 17:06:51
19	11/09/2023 17:06:57
3	11/09/2023 17:07:06
16	12/09/2023 07:44:05
24	12/09/2023 07:44:48
3	12/09/2023 07:50:11
1011	12/09/2023 07:50:18
15	12/09/2023 08:26:32
19	12/09/2023 08:26:37
1011	12/09/2023 17:05:21
3	12/09/2023 17:06:46
19	12/09/2023 17:14:38
19	12/09/2023 17:15:01
15	12/09/2023 17:15:14
16	12/09/2023 17:15:22
24	12/09/2023 17:15:57
16	13/09/2023 07:36:07
24	13/09/2023 07:40:26
1011	13/09/2023 07:41:01
3	13/09/2023 07:41:14
19	13/09/2023 08:12:32
15	13/09/2023 08:44:09
21	05/09/2023 14:59:18
33	05/09/2023 17:09:19
30	05/09/2023 17:25:30
8	05/09/2023 17:25:39
32	05/09/2023 17:26:22
17	05/09/2023 17:27:01
20	05/09/2023 17:30:07
27	05/09/2023 17:30:10
31	05/09/2023 17:30:27
26	05/09/2023 17:30:33
28	05/09/2023 17:31:11
13	05/09/2023 17:31:39
35	05/09/2023 17:31:50
22	05/09/2023 17:32:08
23	05/09/2023 17:32:24
25	05/09/2023 17:32:36
11	05/09/2023 17:41:04
25	06/09/2023 08:11:55
26	06/09/2023 08:14:35
21	06/09/2023 08:17:09
32	06/09/2023 08:21:42
31	06/09/2023 08:25:32
20	06/09/2023 08:25:38
27	06/09/2023 08:26:23
23	06/09/2023 08:28:32
22	06/09/2023 08:28:50
28	06/09/2023 08:29:07
30	06/09/2023 08:31:57
11	06/09/2023 08:38:30
8	06/09/2023 08:38:49
13	06/09/2023 08:41:28
35	06/09/2023 08:47:06
14	06/09/2023 08:53:10
33	06/09/2023 09:35:02
33	06/09/2023 17:11:55
30	06/09/2023 17:21:13
8	06/09/2023 17:24:40
21	06/09/2023 17:26:37
32	06/09/2023 17:26:47
26	06/09/2023 17:27:46
31	06/09/2023 17:28:33
20	06/09/2023 17:28:39
27	06/09/2023 17:28:54
14	06/09/2023 17:30:04
28	06/09/2023 17:31:19
22	06/09/2023 17:31:24
23	06/09/2023 17:34:19
11	06/09/2023 17:37:40
35	06/09/2023 17:38:45
13	06/09/2023 18:05:17
25	06/09/2023 18:05:58
26	07/09/2023 08:00:10
25	07/09/2023 08:20:10
32	07/09/2023 08:22:48
30	07/09/2023 08:23:45
27	07/09/2023 08:24:05
21	07/09/2023 08:25:22
31	07/09/2023 08:25:32
20	07/09/2023 08:25:44
22	07/09/2023 08:25:50
28	07/09/2023 08:25:55
23	07/09/2023 08:26:14
13	07/09/2023 08:41:21
11	07/09/2023 08:41:37
14	07/09/2023 08:57:27
8	07/09/2023 09:02:17
17	07/09/2023 09:22:49
34	07/09/2023 09:28:15
33	07/09/2023 09:28:31
34	07/09/2023 16:39:48
33	07/09/2023 16:40:18
30	07/09/2023 17:22:02
21	07/09/2023 17:25:01
26	07/09/2023 17:25:16
8	07/09/2023 17:25:31
32	07/09/2023 17:26:10
17	07/09/2023 17:26:38
27	07/09/2023 17:29:03
20	07/09/2023 17:29:07
31	07/09/2023 17:29:12
28	07/09/2023 17:30:43
22	07/09/2023 17:33:18
23	07/09/2023 17:33:25
35	07/09/2023 17:34:23
14	07/09/2023 17:34:45
13	07/09/2023 17:36:04
25	07/09/2023 17:39:00
26	08/09/2023 08:03:17
17	08/09/2023 08:10:52
21	08/09/2023 08:10:59
32	08/09/2023 08:20:07
31	08/09/2023 08:24:20
20	08/09/2023 08:24:26
27	08/09/2023 08:26:20
28	08/09/2023 08:26:59
22	08/09/2023 08:27:12
23	08/09/2023 08:27:17
25	08/09/2023 08:28:12
30	08/09/2023 08:28:49
11	08/09/2023 08:31:21
13	08/09/2023 08:31:46
14	08/09/2023 08:44:07
35	08/09/2023 08:56:44
33	08/09/2023 09:16:16
33	08/09/2023 13:04:22
30	08/09/2023 17:20:23
17	08/09/2023 17:25:13
32	08/09/2023 17:26:15
20	08/09/2023 17:28:33
31	08/09/2023 17:29:00
21	08/09/2023 17:30:03
22	08/09/2023 17:30:20
26	08/09/2023 17:30:48
14	08/09/2023 17:30:57
23	08/09/2023 17:31:16
27	08/09/2023 17:31:37
11	08/09/2023 17:32:39
28	08/09/2023 17:35:21
25	08/09/2023 18:05:06
25	08/09/2023 18:06:05
13	08/09/2023 18:06:08
26	11/09/2023 07:36:44
21	11/09/2023 08:11:41
22	11/09/2023 08:23:29
28	11/09/2023 08:23:40
27	11/09/2023 08:23:44
23	11/09/2023 08:23:49
32	11/09/2023 08:24:18
20	11/09/2023 08:29:24
30	11/09/2023 08:32:25
13	11/09/2023 08:33:40
31	11/09/2023 08:33:46
11	11/09/2023 08:34:43
25	11/09/2023 08:35:47
14	11/09/2023 08:47:58
17	11/09/2023 09:01:19
33	11/09/2023 09:32:07
34	11/09/2023 10:13:41
8	11/09/2023 10:37:24
34	11/09/2023 17:19:27
33	11/09/2023 17:20:54
30	11/09/2023 17:21:37
8	11/09/2023 17:26:32
17	11/09/2023 17:27:31
32	11/09/2023 17:27:38
21	11/09/2023 17:29:55
31	11/09/2023 17:30:24
28	11/09/2023 17:30:47
20	11/09/2023 17:31:27
27	11/09/2023 17:31:31
22	11/09/2023 17:31:42
23	11/09/2023 17:31:50
14	11/09/2023 17:32:21
25	11/09/2023 17:33:01
13	11/09/2023 17:35:03
25	11/09/2023 17:35:17
11	11/09/2023 17:35:39
26	12/09/2023 07:59:18
21	12/09/2023 08:03:40
27	12/09/2023 08:21:25
23	12/09/2023 08:22:38
22	12/09/2023 08:22:44
28	12/09/2023 08:23:03
32	12/09/2023 08:24:05
25	12/09/2023 08:24:11
13	12/09/2023 08:30:44
11	12/09/2023 08:33:55
20	12/09/2023 08:34:51
31	12/09/2023 08:34:59
30	12/09/2023 08:35:07
17	12/09/2023 08:51:24
8	12/09/2023 08:53:21
34	12/09/2023 09:22:35
33	12/09/2023 09:22:57
34	12/09/2023 17:06:23
33	12/09/2023 17:07:37
21	12/09/2023 17:25:04
8	12/09/2023 17:26:20
30	12/09/2023 17:27:37
32	12/09/2023 17:29:01
26	12/09/2023 17:30:50
20	12/09/2023 17:30:57
27	12/09/2023 17:30:59
31	12/09/2023 17:31:20
22	12/09/2023 17:31:26
23	12/09/2023 17:32:43
28	12/09/2023 17:33:43
13	12/09/2023 17:43:29
11	12/09/2023 17:43:41
25	12/09/2023 17:46:38
8	13/09/2023 07:51:45
21	13/09/2023 08:07:06
17	13/09/2023 08:10:46
30	13/09/2023 08:17:07
27	13/09/2023 08:20:14
32	13/09/2023 08:21:25
31	13/09/2023 08:24:23
22	13/09/2023 08:26:21
23	13/09/2023 08:26:26
28	13/09/2023 08:26:32
25	13/09/2023 08:30:49
13	13/09/2023 08:33:25
14	13/09/2023 08:35:42
11	13/09/2023 08:36:59
20	13/09/2023 08:37:06
15	13/09/2023 17:08:21
19	13/09/2023 17:08:35
24	13/09/2023 17:09:09
1011	13/09/2023 17:09:15
3	13/09/2023 17:12:02
16	13/09/2023 17:12:12
3	13/09/2023 21:40:26
24	14/09/2023 07:42:09
1011	14/09/2023 07:48:06
3	14/09/2023 07:48:25
16	14/09/2023 08:02:17
19	14/09/2023 08:14:21
15	14/09/2023 08:14:30
33	13/09/2023 09:32:36
33	13/09/2023 16:05:21
20	13/09/2023 17:30:02
31	13/09/2023 17:30:07
32	13/09/2023 17:30:24
30	13/09/2023 17:30:36
27	13/09/2023 17:30:41
11	13/09/2023 17:38:48
22	13/09/2023 17:40:59
14	13/09/2023 17:42:46
17	13/09/2023 17:44:23
13	13/09/2023 18:05:05
25	13/09/2023 18:05:17
35	13/09/2023 18:08:38
23	13/09/2023 18:08:50
28	13/09/2023 18:21:51
21	13/09/2023 18:21:57
8	14/09/2023 07:53:18
26	14/09/2023 07:54:32
21	14/09/2023 08:05:50
25	14/09/2023 08:18:21
27	14/09/2023 08:21:12
32	14/09/2023 08:22:29
20	14/09/2023 08:24:53
28	14/09/2023 08:29:19
22	14/09/2023 08:29:29
23	14/09/2023 08:29:41
11	14/09/2023 08:31:41
30	14/09/2023 08:32:36
13	14/09/2023 08:33:05
17	14/09/2023 08:41:42
14	14/09/2023 08:41:50
35	14/09/2023 08:43:49
34	14/09/2023 09:12:33
33	14/09/2023 10:11:15
1011	14/09/2023 17:07:11
19	14/09/2023 17:10:36
3	14/09/2023 17:10:45
15	14/09/2023 17:11:54
24	14/09/2023 17:13:00
16	14/09/2023 17:13:28
24	15/09/2023 07:34:49
3	15/09/2023 07:40:16
1011	15/09/2023 07:52:11
16	15/09/2023 07:59:39
15	15/09/2023 08:25:06
19	15/09/2023 08:25:41
33	14/09/2023 16:24:19
30	14/09/2023 17:19:54
8	14/09/2023 17:21:53
21	14/09/2023 17:25:42
17	14/09/2023 17:26:25
32	14/09/2023 17:26:53
28	14/09/2023 17:29:21
23	14/09/2023 17:30:05
22	14/09/2023 17:30:57
27	14/09/2023 17:31:54
20	14/09/2023 17:32:00
26	14/09/2023 17:32:06
14	14/09/2023 17:33:22
11	14/09/2023 17:38:24
13	14/09/2023 18:02:29
25	14/09/2023 18:02:51
26	15/09/2023 07:45:34
30	15/09/2023 08:15:40
32	15/09/2023 08:19:52
11	15/09/2023 08:26:02
27	15/09/2023 08:26:07
22	15/09/2023 08:26:27
28	15/09/2023 08:26:31
23	15/09/2023 08:26:42
25	15/09/2023 08:28:11
14	15/09/2023 08:33:19
20	15/09/2023 08:47:26
17	15/09/2023 09:01:42
33	15/09/2023 09:20:04
35	15/09/2023 09:32:41
33	15/09/2023 16:23:02
30	15/09/2023 17:21:05
17	15/09/2023 17:25:55
32	15/09/2023 17:26:33
20	15/09/2023 17:29:34
27	15/09/2023 17:29:39
28	15/09/2023 17:30:22
26	15/09/2023 17:31:33
14	15/09/2023 17:32:21
35	15/09/2023 17:32:34
21	15/09/2023 17:32:46
22	15/09/2023 17:32:53
23	15/09/2023 17:33:07
25	15/09/2023 17:37:05
8	15/09/2023 17:38:16
11	15/09/2023 17:39:36
21	18/09/2023 08:11:33
26	18/09/2023 08:16:03
25	18/09/2023 08:20:19
13	18/09/2023 08:22:11
32	18/09/2023 08:22:24
25	18/09/2023 08:22:30
27	18/09/2023 08:23:46
28	18/09/2023 08:24:44
22	18/09/2023 08:24:52
30	18/09/2023 08:25:01
23	18/09/2023 08:25:22
31	18/09/2023 08:26:29
11	18/09/2023 08:34:24
20	18/09/2023 08:36:29
14	18/09/2023 08:38:25
8	18/09/2023 08:46:12
17	18/09/2023 09:12:31
34	18/09/2023 09:24:27
33	18/09/2023 09:25:18
99999	18/09/2023 09:28:11
35	18/09/2023 11:40:08
33	18/09/2023 13:52:47
34	18/09/2023 16:51:20
30	18/09/2023 17:21:47
21	18/09/2023 17:26:27
17	18/09/2023 17:26:37
11	18/09/2023 17:27:15
32	18/09/2023 17:27:31
36	18/09/2023 17:28:16
28	18/09/2023 17:34:39
23	18/09/2023 17:34:43
31	18/09/2023 17:35:19
20	18/09/2023 17:35:36
25	18/09/2023 17:36:59
14	18/09/2023 17:40:12
27	18/09/2023 17:46:33
27	18/09/2023 17:46:34
13	18/09/2023 17:46:47
22	18/09/2023 18:05:11
35	18/09/2023 18:09:51
25	19/09/2023 08:15:17
21	19/09/2023 08:16:21
36	19/09/2023 08:18:52
32	19/09/2023 08:20:03
13	19/09/2023 08:20:10
27	19/09/2023 08:22:49
31	19/09/2023 08:26:01
20	19/09/2023 08:26:08
28	19/09/2023 08:27:31
22	19/09/2023 08:27:37
8	19/09/2023 08:28:42
11	19/09/2023 08:28:58
30	19/09/2023 08:31:03
14	19/09/2023 08:39:43
35	19/09/2023 08:40:59
17	19/09/2023 08:52:59
34	19/09/2023 09:18:40
33	19/09/2023 09:20:07
19	15/09/2023 13:28:39
16	15/09/2023 18:00:10
15	15/09/2023 18:00:12
24	15/09/2023 18:00:19
1011	15/09/2023 18:00:37
3	15/09/2023 18:02:29
1011	16/09/2023 07:41:38
3	16/09/2023 07:41:46
15	16/09/2023 08:10:10
24	16/09/2023 08:20:43
16	16/09/2023 08:21:36
16	16/09/2023 17:04:24
3	16/09/2023 17:05:05
24	16/09/2023 17:05:18
1011	16/09/2023 17:05:35
15	16/09/2023 17:06:09
1011	16/09/2023 20:00:11
3	16/09/2023 20:00:28
3	17/09/2023 07:51:47
15	17/09/2023 07:51:58
15	17/09/2023 07:52:00
1011	17/09/2023 07:52:06
16	17/09/2023 08:58:41
1011	17/09/2023 13:26:32
3	17/09/2023 13:26:48
15	17/09/2023 13:26:55
16	17/09/2023 13:27:43
16	18/09/2023 07:30:23
24	18/09/2023 07:33:33
15	18/09/2023 08:08:40
19	18/09/2023 08:10:00
3	18/09/2023 08:18:40
1011	18/09/2023 08:18:46
19	18/09/2023 17:07:41
15	18/09/2023 17:07:55
24	18/09/2023 17:10:02
16	18/09/2023 17:10:40
1011	18/09/2023 17:10:46
3	18/09/2023 17:11:30
24	19/09/2023 07:37:02
16	19/09/2023 07:42:50
3	19/09/2023 08:00:24
1011	19/09/2023 08:01:44
15	19/09/2023 08:14:51
19	19/09/2023 08:15:03
1011	19/09/2023 17:26:39
19	19/09/2023 18:02:31
24	19/09/2023 18:02:41
16	19/09/2023 18:03:45
15	19/09/2023 18:03:51
3	19/09/2023 18:06:07
24	20/09/2023 07:31:22
16	20/09/2023 07:42:29
3	20/09/2023 08:01:41
1011	20/09/2023 08:01:54
15	20/09/2023 08:25:09
19	20/09/2023 08:29:19
1011	20/09/2023 22:01:10
3	20/09/2023 22:01:18
19	20/09/2023 22:01:26
15	20/09/2023 22:01:42
24	20/09/2023 22:03:10
16	20/09/2023 22:03:22
16	21/09/2023 07:06:12
3	21/09/2023 07:06:41
1011	21/09/2023 07:06:46
19	21/09/2023 07:10:06
15	21/09/2023 07:12:19
24	21/09/2023 07:27:47
34	19/09/2023 17:00:17
33	19/09/2023 17:02:56
30	19/09/2023 17:27:09
21	19/09/2023 17:27:56
36	19/09/2023 17:31:06
20	19/09/2023 17:32:41
32	19/09/2023 17:33:13
31	19/09/2023 17:36:35
14	19/09/2023 17:45:30
22	19/09/2023 17:46:25
28	19/09/2023 17:46:30
27	19/09/2023 17:51:54
13	19/09/2023 17:54:04
25	19/09/2023 17:54:36
11	19/09/2023 17:55:00
8	19/09/2023 17:58:14
8	20/09/2023 07:45:26
21	20/09/2023 08:16:21
32	20/09/2023 08:19:54
13	20/09/2023 08:19:57
27	20/09/2023 08:22:22
30	20/09/2023 08:24:07
28	20/09/2023 08:25:34
22	20/09/2023 08:25:45
23	20/09/2023 08:25:51
31	20/09/2023 08:27:00
25	20/09/2023 08:31:42
11	20/09/2023 08:33:22
17	20/09/2023 08:42:11
20	20/09/2023 08:42:45
14	20/09/2023 08:45:25
33	20/09/2023 09:43:18
33	20/09/2023 16:17:20
30	20/09/2023 17:23:17
21	20/09/2023 17:25:29
32	20/09/2023 17:26:56
31	20/09/2023 17:27:17
20	20/09/2023 17:27:27
27	20/09/2023 17:27:29
14	20/09/2023 17:31:13
22	20/09/2023 17:32:19
23	20/09/2023 17:32:33
28	20/09/2023 17:32:55
11	20/09/2023 17:44:39
13	20/09/2023 18:37:41
25	20/09/2023 18:37:43
8	21/09/2023 07:49:57
11	21/09/2023 08:13:05
25	21/09/2023 08:18:16
21	21/09/2023 08:23:19
30	21/09/2023 08:24:45
31	21/09/2023 08:26:07
20	21/09/2023 08:26:14
36	21/09/2023 08:26:22
22	21/09/2023 08:26:28
28	21/09/2023 08:26:39
23	21/09/2023 08:26:51
27	21/09/2023 08:26:58
14	21/09/2023 08:30:44
32	21/09/2023 08:32:14
34	21/09/2023 09:13:18
35	21/09/2023 09:14:28
33	21/09/2023 09:17:59
33	21/09/2023 16:36:15
34	21/09/2023 17:01:50
22	21/09/2023 17:32:24
23	21/09/2023 17:32:28
30	21/09/2023 17:32:33
31	21/09/2023 17:32:41
28	21/09/2023 17:32:46
36	21/09/2023 17:33:01
32	21/09/2023 17:33:38
25	21/09/2023 17:34:37
21	21/09/2023 18:00:20
11	21/09/2023 18:00:31
27	21/09/2023 18:05:48
20	21/09/2023 18:05:54
35	21/09/2023 18:07:17
21	22/09/2023 08:12:14
11	22/09/2023 08:12:26
32	22/09/2023 08:15:31
31	22/09/2023 08:18:29
27	22/09/2023 08:22:13
25	22/09/2023 08:23:25
28	22/09/2023 08:25:55
23	22/09/2023 08:26:03
22	22/09/2023 08:26:10
26	22/09/2023 08:27:06
14	22/09/2023 08:30:20
35	22/09/2023 08:35:27
30	22/09/2023 08:39:12
13	22/09/2023 08:42:15
36	22/09/2023 08:57:58
20	22/09/2023 09:18:00
26	22/09/2023 12:41:15
33	22/09/2023 12:58:14
11	22/09/2023 16:13:58
33	22/09/2023 16:49:16
25	22/09/2023 17:00:26
30	22/09/2023 17:21:01
36	22/09/2023 17:24:15
21	22/09/2023 17:25:36
31	22/09/2023 17:26:58
20	22/09/2023 17:30:32
14	22/09/2023 17:31:32
32	22/09/2023 17:31:44
22	22/09/2023 17:33:26
23	22/09/2023 17:33:53
28	22/09/2023 17:35:11
35	22/09/2023 18:03:14
13	22/09/2023 19:04:38
26	25/09/2023 07:52:15
21	25/09/2023 08:03:17
17	25/09/2023 08:19:48
32	25/09/2023 08:19:59
25	25/09/2023 08:23:27
31	25/09/2023 08:25:14
27	25/09/2023 08:27:05
30	25/09/2023 08:28:45
14	25/09/2023 08:29:52
36	25/09/2023 08:30:02
28	25/09/2023 08:30:27
22	25/09/2023 08:30:33
23	25/09/2023 08:30:40
11	25/09/2023 08:31:03
13	25/09/2023 08:32:55
20	25/09/2023 08:38:04
34	25/09/2023 09:22:57
33	25/09/2023 09:23:13
32	25/09/2023 16:31:00
33	25/09/2023 16:54:08
34	25/09/2023 16:56:00
30	25/09/2023 17:21:03
17	25/09/2023 17:23:47
21	25/09/2023 17:26:00
31	25/09/2023 17:28:37
20	25/09/2023 17:29:08
27	25/09/2023 17:29:09
28	25/09/2023 17:29:23
23	25/09/2023 17:30:03
22	25/09/2023 17:30:09
26	25/09/2023 17:30:15
36	25/09/2023 17:31:03
11	25/09/2023 17:53:08
25	25/09/2023 18:00:17
13	25/09/2023 18:00:20
21	26/09/2023 08:12:10
25	26/09/2023 08:18:18
11	26/09/2023 08:22:53
28	26/09/2023 08:23:58
22	26/09/2023 08:24:05
23	26/09/2023 08:24:26
8	26/09/2023 08:26:56
31	26/09/2023 08:33:39
20	26/09/2023 08:33:52
36	26/09/2023 08:38:56
13	26/09/2023 08:41:10
26	26/09/2023 08:50:56
14	26/09/2023 09:01:17
17	26/09/2023 09:02:41
34	26/09/2023 09:34:07
33	26/09/2023 09:34:30
19	21/09/2023 18:05:40
15	21/09/2023 18:05:46
16	21/09/2023 18:07:10
24	21/09/2023 18:07:55
3	21/09/2023 18:11:06
1011	21/09/2023 18:11:34
24	22/09/2023 07:45:11
3	22/09/2023 07:54:35
16	22/09/2023 08:00:24
15	22/09/2023 08:10:38
19	22/09/2023 08:14:32
24	22/09/2023 17:02:24
15	22/09/2023 17:02:34
16	22/09/2023 17:02:37
3	22/09/2023 17:03:48
19	22/09/2023 17:09:42
1011	23/09/2023 07:57:05
3	23/09/2023 07:57:50
24	23/09/2023 08:18:36
16	23/09/2023 08:19:59
15	23/09/2023 08:30:40
19	23/09/2023 08:31:14
16	23/09/2023 13:02:05
19	23/09/2023 13:04:44
15	23/09/2023 13:05:08
24	23/09/2023 13:05:27
3	23/09/2023 13:09:12
1011	23/09/2023 13:09:18
16	25/09/2023 07:42:04
1011	25/09/2023 07:42:10
24	25/09/2023 07:45:10
3	25/09/2023 08:03:02
15	25/09/2023 08:23:57
19	25/09/2023 08:24:51
16	25/09/2023 17:02:27
24	25/09/2023 17:02:35
15	25/09/2023 17:02:43
1011	25/09/2023 17:03:30
3	25/09/2023 17:03:55
19	25/09/2023 17:05:54
24	26/09/2023 07:34:25
3	26/09/2023 07:45:25
16	26/09/2023 07:45:31
1011	26/09/2023 07:45:39
15	26/09/2023 08:05:31
34	26/09/2023 17:04:18
21	26/09/2023 17:25:39
26	26/09/2023 17:26:37
17	26/09/2023 17:26:51
36	26/09/2023 17:27:04
28	26/09/2023 17:30:12
20	26/09/2023 17:30:17
31	26/09/2023 17:30:22
13	26/09/2023 17:30:28
14	26/09/2023 17:30:44
23	26/09/2023 17:30:56
11	26/09/2023 17:31:03
22	26/09/2023 17:31:47
25	26/09/2023 17:32:06
21	27/09/2023 08:00:38
11	27/09/2023 08:15:13
28	27/09/2023 08:25:25
23	27/09/2023 08:25:32
25	27/09/2023 08:30:16
13	27/09/2023 08:32:26
36	27/09/2023 08:34:48
14	27/09/2023 08:35:39
17	27/09/2023 08:42:12
8	27/09/2023 08:43:11
35	27/09/2023 09:31:38
31	27/09/2023 10:07:48
36	27/09/2023 17:24:24
21	27/09/2023 17:25:00
17	27/09/2023 17:25:50
8	27/09/2023 17:25:54
31	27/09/2023 17:27:01
25	27/09/2023 17:28:17
13	27/09/2023 17:28:20
11	27/09/2023 17:31:12
23	27/09/2023 17:33:14
28	27/09/2023 17:35:00
26	02/10/2023 07:50:00
20	02/10/2023 08:09:17
11	02/10/2023 08:12:26
21	02/10/2023 08:14:10
23	02/10/2023 08:26:20
22	02/10/2023 08:26:26
30	02/10/2023 08:27:05
27	02/10/2023 08:27:51
28	02/10/2023 08:28:15
13	02/10/2023 08:29:42
32	02/10/2023 08:29:49
14	02/10/2023 08:32:08
36	02/10/2023 08:33:27
25	02/10/2023 08:34:55
8	02/10/2023 08:52:21
34	02/10/2023 09:17:49
33	02/10/2023 09:18:35
17	02/10/2023 09:21:13
33	02/10/2023 16:34:56
34	02/10/2023 16:38:20
30	02/10/2023 16:53:01
21	02/10/2023 16:54:07
8	02/10/2023 16:54:19
32	02/10/2023 16:57:20
36	02/10/2023 16:59:03
17	02/10/2023 17:01:23
26	02/10/2023 17:01:55
22	02/10/2023 17:02:12
28	02/10/2023 17:02:22
14	02/10/2023 17:03:56
25	02/10/2023 17:12:00
13	02/10/2023 17:12:12
1011	26/09/2023 17:08:06
3	26/09/2023 17:08:28
16	26/09/2023 17:08:36
15	26/09/2023 17:10:22
19	26/09/2023 17:10:28
24	26/09/2023 17:10:43
24	27/09/2023 07:40:43
3	27/09/2023 07:42:03
1011	27/09/2023 07:42:21
16	27/09/2023 07:47:11
